"Wiretap Table A-1. United States District Courts
Report of Court-Authorized Intercepts of Wire, Oral, or Electronic Communications Pursuant to 18 U.S.C. 2519
TEXAS NORTHERN,2013-75326,SOLIS,BITKOWER,NARCOTICS,WC,D,41585.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,138.0,56,"4,000",505,24231.0,1824.0,9.0,0.0,0.0,0.0,0.0,8.0,,
TEXAS NORTHERN,2014-75324,LINDSAY,O'BRIEN,NARCOTICS,WC,D,41674.0,30.0,0.0,30.0,INSTALLED AND USED,26.0,0.0,0,0,0,33792.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS NORTHERN,2017-77893,LINDSAY,SWARTZ,CONSPIRACY,WC,D,43028.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,22.0,48,647,257,46697.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS NORTHERN,2017-77895,GODBEY,RYBICKI,CONSPIRACY,WC,D,43068.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,15,320,88,47932.0,1860.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2017-77893
TEXAS NORTHERN,2018-71958,CUMMINGS,KEVIN O. DRISCOLL,DRUGS - ILLEGAL,"TX,WC",D,43189.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS NORTHERN,2018-72037,CUMMINGS,SWARTZ,DRUGS - ILLEGAL,"TX,WC",D,43199.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS NORTHERN,2018-75802,LINDSAY,HULSER,CONSPIRACY,TX,"D,N",43369.0,30.0,1.0,30.0,INSTALLED AND USED,29.0,302.0,0,"8,750",396,0,0,11.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS NORTHERN,2018-75803,GODBEY,DAVID C. RYBICKI,CONSPIRACY,TX,N,43420.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,89.0,0,"2,132",175,0,0,11.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS NORTHERN,2018-75804,BOYLE,HULSER,POSSESSION,"OM,WC","D,H",43257.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,395.0,142,"11,062",281,205000.0,5000.0,0,0.0,0.0,0.0,0.0,0.0,,
TEXAS NORTHERN,2018-75805,LINDSAY,HULSER,POSSESSION,"OM,WC",D,43389.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,186.0,50,"5,589",77,101000.0,1000.0,0,0.0,1.0,0.0,0.0,0.0,,
TEXAS NORTHERN,2018-77897,BOYLE,DAY,CONSPIRACY,WC,D,43111.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,44.0,77,"2,645","1,586",93393.0,1250.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2017-77893
TEXAS NORTHERN,2018-77899,ELLISON,RYBICKI,ROBBERY,WC,D,43231.0,30.0,0.0,30.0,INSTALLED AND USED,6.0,7.0,5,41,41,1631.0,480.0,5.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75330,MILLER,BLANCO,NARCOTICS,WC,D,41208.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,36702.0,1926.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75338,ATLAS,BLANCO,NARCOTICS,WC,D,40968.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,41556.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75344,MILLER,BLANCO,NARCOTICS,WC,D,41015.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,39872.0,3854.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75348,ATLAS,BROWN,NARCOTICS,WC,D,40953.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,21636.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75350,ELLISON,BROWN,NARCOTICS,WC,D,40974.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,44126.0,3854.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75352,ATLAS,BLANCO,NARCOTICS,WC,D,40953.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,38649.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75354,LAKE,BROWN,NARCOTICS,WC,D,41138.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,0.0,0,0,0,22668.0,1927.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75356,ELLISON,WEINSTEIN,NARCOTICS,WC,D,40966.0,30.0,0.0,30.0,INSTALLED AND USED,11.0,0.0,0,0,0,15869.0,1927.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75358,ATLAS,BROWN,NARCOTICS,WC,D,40940.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,20761.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75360,GILMORE,BROWN,NARCOTICS,WC,D,40935.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,38626.0,2608.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2012-75366,HITTNER,BLANCO,NARCOTICS,WC,D,41045.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,45199.0,9181.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2013-75328,HUGHES,O'BRIEN,NARCOTICS,WC,D,41396.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,0.0,0,0,0,8818.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2013-75332,LAKE,HULSER,NARCOTICS,WC,D,41253.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,37944.0,1926.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2013-75334,MILLER,BLANCO,NARCOTICS,WC,D,41306.0,30.0,3.0,120.0,INSTALLED AND USED,107.0,0.0,0,0,0,52432.0,6576.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2013-75336,MILLER,O'BRIEN,NARCOTICS,WC,D,41366.0,30.0,1.0,60.0,INSTALLED AND USED,48.0,0.0,0,0,0,27775.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2013-75340,HARMON,BLANCO,NARCOTICS,WC,D,41509.0,30.0,0.0,30.0,INSTALLED AND USED,1.0,0.0,0,0,0,1042.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2013-75342,LAKE,HULSER,NARCOTICS,WC,D,41197.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,77131.0,3853.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2013-75346,COSTA,BLANCO,NARCOTICS,WC,D,41493.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,37666.0,1648.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2013-75364,ROSENTHAL,BLANCO,NARCOTICS,WC,D,41484.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,197.0,339,"11,611",292,50864.0,1734.0,1.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2016-77901,HANKS,BLANCO,NARCOTICS,WC,D,42453.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,16752127.0,267,"1,005,127,595","2,497",158715.0,106564.0,7.0,0.0,0.0,0.0,0.0,1.0,,
TEXAS SOUTHERN,2017-77903,HANSEN,MCFADDEN,NARCOTICS,WC,N,42816.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,44.0,74,"2,661",0,102977.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2018-68881,RAMOS,HULSER,CONSPIRACY,WC,D,43228.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-68882,RAMOS,HULSER,CONSPIRACY,WC,D,43228.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-68883,RAMOS,HULSER,CONSPIRACY,WC,D,43228.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-69813,RAMOS,BRUCE C. SWARTZ,CONSPIRACY,WC,D,43377.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-70079,GARCIA MARMOLEJO,KEVIN O. DRISCOLL,DRUGS - ILLEGAL,WC,D,43193.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71370,GILMORE,HULSER,CONSPIRACY,"TX,WC",D,43368.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,0,0,666,0,0,0,0,0.0,0.0,0.0,0,,
TEXAS SOUTHERN,2018-71673,"HANKS, JR.",HULSER,DRUGS - ILLEGAL,"TX,WC",D,43132.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71702,ELLISON,HULSER,CONSPIRACY,WC,D,43369.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71705,"HANKS, JR.",HULSER,CONSPIRACY,"TX,WC",D,43433.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71735,BENNETT,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43223.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71743,BENNETT,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43223.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71744,CRANE,BRIAN A. BENCZKOWSKI,DRUGS - ILLEGAL,WC,D,43392.0,30.0,1.0,49.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71760,HINOJOSA,MATTHEW MINER,DRUGS - ILLEGAL,WC,D,43239.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71811,BENNETT,SWARTZ,CONSPIRACY,"TX,WC",D,43241.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71815,"HANKS, JR.",DOWNING,CONSPIRACY,"TX,WC",D,43202.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71817,BENNETT,HULSER,CONSPIRACY,WC,D,43298.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71828,GILMORE,MATTHEW S. MINER,CONSPIRACY,WC,D,43348.0,10.0,0.0,10.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71831,LAKE,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43258.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71850,GILMORE,DAVID C. RYBICKI,CONSPIRACY,WC,D,43353.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71876,LAKE,MATTHEW S. MINER,CONSPIRACY,"TX,WC",D,43276.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71885,ELLISON,HULSER,CONSPIRACY,WC,D,43361.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71892,HINOJOSA,SWARTZ,DRUGS - ILLEGAL,WC,D,43188.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71902,ELLISON,HULSER,CONSPIRACY,"TX,WC",D,43341.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71904,"HANKS, JR.",MATTHEW S. MINER,CONSPIRACY,"TX,WC",D,43234.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71929,GILMORE,DAVID C. RYBICKI,CONSPIRACY,WC,D,43361.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71946,HUGHES,DOWNING,CONSPIRACY,WC,D,43207.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71959,BENNETT,RICHARD DOWNING,CONSPIRACY,WC,D,43392.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71964,ALVAREZ,HULSER,DRUGS - ILLEGAL,"EO,TX,WC",D,43165.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71985,HINOJOSA,DAVID C. RYBICKI,DRUGS - ILLEGAL,WC,D,43220.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-71992,MILLER,HULSER,CONSPIRACY,WC,D,43395.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-72026,SALDANA,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43413.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-72033,ELLISON,MATTHEW S. MINER,CONSPIRACY,WC,D,43313.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-72041,HINOJOSA,DOWNING,DRUGS - ILLEGAL,WC,D,43124.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-72051,HUGHES,SWARTZ,CONSPIRACY,WC,D,43199.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-72107,"HANKS, JR.",RICHARD DOWNING,CONSPIRACY,WC,D,43404.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-72110,HUGHES,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43206.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-75362,HANKS,HULSER,NARCOTICS,WC,D,43125.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,168.0,149,"5,031","2,022",26793.0,625.0,2.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2018-77237,BENNETT,DAVID C. RYBICKI,CONSPIRACY,WC,D,43312.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-77281,ELLISON,DAVID C. RYBICKI,CONSPIRACY,WC,D,43406.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-77295,MILLER,RICHARD W DOWNING,CONSPIRACY,WC,D,43216.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS SOUTHERN,2018-77510,RAMOS,HULSER,DRUGS - ILLEGAL,WC,D,43081.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,0,0,100,26969.0,643.0,0,0,0.0,0.0,0.0,0,,
TEXAS SOUTHERN,2018-77905,HANKS,HULSER,CORRUPTION,WC,D,43143.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,126.0,80,"11,372",0,130884.0,0.0,0,0,0.0,0.0,0.0,0,,
TEXAS SOUTHERN,2018-77906,ELLISON,DOWNING,NARCOTICS,WC,D,43202.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,76741.0,149,"9,208,906",0,315673.0,15180.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2018-77908,BENNETT,SWARTZ,NARCOTICS,WC,D,43318.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,314.0,46,"18,861",613,95315.0,8340.0,6.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS SOUTHERN,2018-77910,PITMAN,DOWNING,NARCOTICS,WC,D,43392.0,30.0,0.0,30.0,INSTALLED AND USED,14.0,3.0,11,47,0,25126.0,2055.0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-77906
TEXAS WESTERN,2013-75368,RODRIGUEZ,BLANCO,NARCOTICS,WC,D,41467.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,0.0,0,0,0,49546.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS WESTERN,2013-75370,JUNELL,BLANCO,NARCOTICS,WC,D,41326.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,0.0,0,0,0,9226.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS WESTERN,2013-75372,JUNELL,O'BRIEN,NARCOTICS,WC,D,41495.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0.0,0,0,0,30481.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
TEXAS WESTERN,2017-77496,PITMAN,SWARTZ,DRUGS - ILLEGAL,"TX,WC",D,43077.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2017-77497,PITMAN,SWARTZ,DRUGS - ILLEGAL,"TX,WC",D,43077.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-69056,YEAKEL,DOWNING,CONSPIRACY,"TX,WC",D,43146.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-69059,CARDONE,JENNIFER A. H. HODGE - DIRECTOR,RACKETEERING,WO,B,43336.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,
TEXAS WESTERN,2018-69136,YEAKEL,HULSER,CONSPIRACY,"TX,WC",D,43378.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-69245,YEAKEL,DAVID RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43319.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-69352,YEAKEL,BRUCE SCHWARTZ,CONSPIRACY,"TX,WC",D,43221.0,30.0,0.0,30.0,NEVER INSTALLED,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-69418,YEAKEL,JOHN P. CRONAN,CONSPIRACY,"TX,WC",D,43192.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-69528,YEAKEL,HULSER,CONSPIRACY,"TX,WC",D,43434.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-69576,CARDONE,MATTHEW S. MINER,RACKETEERING,OM,B,43263.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-69616,YEAKEL,RAYMOND HUSLER,CONSPIRACY,"TX,WC",D,43266.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-69804,YEAKEL,RAYMOND HUSLER,CONSPIRACY,"TX,WC",D,43271.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-69812,CARDONE,JENNIFER A. H. HODGE - DIRECTOR,RACKETEERING,WO,B,43263.0,30.0,0.0,30.0,NEVER INSTALLED,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-70019,PITMAN,HULSER,CONSPIRACY,"TX,WC",D,43350.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-70051,YEAKEL,DAVID RYBICKI,CONSPIRACY,"TX,WC",D,43235.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-70268,YEAKEL,DAVID RYBICKI,CONSPIRACY,"TX,WC",D,43396.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-70445,YEAKEL,BRUCE SCHWARTZ,CONSPIRACY,"TX,WC",D,43132.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-70502,YEAKEL,HULSER,CONSPIRACY,"TX,WC",D,43349.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-70546,YEAKEL,SWARTZ,DRUGS - ILLEGAL,"TX,WC",D,43315.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-70650,PITMAN,MATTHEW S. MINER,CONSPIRACY,"TX,WC",D,43301.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-70678,YEAKEL,DAVID RYBICKI,CONSPIRACY,"TX,WC",D,43238.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-70817,YEAKEL,DAVID RYBICKI,DRUGS - ILLEGAL,"TX,WC",D,43320.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-71733,GUADERRAMA,HULSER,CONSPIRACY,"EO,TX,WC,WO",D,43271.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-71773,MONTALVO,HULSER,NARCOTICS,"TX,WC",D,43276.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-71787,GUADERRAMA,DAVID C. RYBICKI,CONSPIRACY,"EO,TX,WC,WO",D,43241.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-71866,CARDONE,DAVID C. RYBICKI,RACKETEERING,OM,B,43336.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-71961,MONTALVO,MATTHEW S. MINER,NARCOTICS,"TX,WC",D,43222.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-71965,MONTALVO,HULSER,NARCOTICS,"TX,WC",D,43397.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-71990,MARTINEZ,DOWNING,NARCOTICS,WC,D,43195.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-71991,MARTINEZ,DOWNING,NARCOTICS,"TX,WC",D,43230.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-72009,BRIONES,HULSER,NARCOTICS,"AP,EO",N,43328.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-72042,BRIONES,MATTHEW S. MINER,NARCOTICS,"AP,EO",N,43276.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-72072,BIERY,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43403.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-72073,BIERY,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43374.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-72075,BIERY,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43374.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-72077,BIERY,MATTHEW MINER,DRUGS - ILLEGAL,"TX,WC",D,43390.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-72078,RODRIGUEZ,DOWNING,DRUGS - ILLEGAL,"TX,WC",D,43409.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-72079,RODRIGUEZ,HULSER,DRUGS - ILLEGAL,"TX,WC",D,43430.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
TEXAS WESTERN,2018-77394,PITMAN,SWARTZ,DRUGS - ILLEGAL,"TX,WC",D,43138.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
