Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts per Day,Number of Persons Intercepted,Number of Intercepts,Number of Incriminating Intercepts,Total Cost ($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"TENNESSEE, MIDDLE",2010-12,CAMPBELL,BLANCO,NARCOTICS,WC,D,40402.0,30,1,60,INSTALLED AND USED,60.0,225.0,273.0,13509.0,165.0,114654.0,6600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-8
"TENNESSEE, MIDDLE",2010-13,CAMPBELL,KEENEY,NARCOTICS,WC,D,40421.0,30,1,60,INSTALLED AND USED,60.0,325.0,229.0,19524.0,384.0,157840.0,8800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-9
"TENNESSEE, MIDDLE",2010-14,CAMPBELL,KEENEY,NARCOTICS,WC,D,40431.0,30,1,60,INSTALLED AND USED,60.0,14.0,46.0,858.0,154.0,118380.0,6600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-9
"TENNESSEE, MIDDLE",2010-15,CAMPBELL,ANDRES,NARCOTICS,WC,D,40459.0,30,0,30,INSTALLED AND USED,30.0,32.0,6.0,962.0,30.0,37260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-8
"TENNESSEE, MIDDLE",2010-16,CAMPBELL,BLANCO,NARCOTICS,WC,D,40471.0,30,0,30,INSTALLED AND USED,30.0,762.0,305.0,22851.0,602.0,78920.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-9
"TENNESSEE, MIDDLE",2010-17,CAMPBELL,BLANCO,NARCOTICS,WC,D,40498.0,30,0,30,INSTALLED AND USED,30.0,665.0,455.0,19942.0,1890.0,78920.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-9
"TENNESSEE, MIDDLE",2010-18,CAMPBELL,BLANCO,NARCOTICS,WC,D,40513.0,30,0,30,INSTALLED AND USED,10.0,24.0,22.0,245.0,40.0,14720.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-9
"TENNESSEE, MIDDLE",2011-7,CAMPBELL,BLANCO,NARCOTICS,"WC,TX",D,40525.0,30,2,90,INSTALLED AND USED,86.0,360.0,167.0,30931.0,1028.0,126612.0,19800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-8
"TENNESSEE, MIDDLE",2011-8,CAMPBELL,BROWN,NARCOTICS,"WC,TX",D,40541.0,30,2,90,INSTALLED AND USED,90.0,454.0,357.0,40872.0,13030.0,27000.0,12000.0,31.0,0.0,0.0,0.0,0.0,31.0,,
"TENNESSEE, MIDDLE",2011-9,CAMPBELL,BLANCO,NARCOTICS,WC,D,40554.0,30,0,30,INSTALLED AND USED,29.0,9.0,16.0,247.0,200.0,38218.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2010-8
"TENNESSEE, MIDDLE",2011-10,CAMPBELL,BLANCO,NARCOTICS,WC,D,40589.0,30,1,60,INSTALLED AND USED,59.0,249.0,574.0,14691.0,2545.0,9823.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2011-11,CAMPBELL,BLANCO,NARCOTICS,WC,D,40620.0,30,0,30,INSTALLED AND USED,27.0,421.0,391.0,11371.0,1195.0,6823.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-8
"TENNESSEE, MIDDLE",2011-12,CAMPBELL,BLANCO,NARCOTICS,TX,D,40633.0,30,0,30,INSTALLED AND USED,14.0,218.0,61.0,3056.0,1303.0,6823.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2011-13,CAMPBELL,WEINSTEIN,NARCOTICS,WC,D,40805.0,30,1,60,INSTALLED AND USED,51.0,24.0,93.0,1221.0,234.0,11428.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2011-14,CAMPBELL,BLANCO,NARCOTICS,WC,D,40828.0,30,0,30,INSTALLED AND USED,29.0,25.0,46.0,729.0,198.0,11733.0,775.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2011-15,CAMPBELL,WEINSTEIN,NARCOTICS,"WC,TX",D,40840.0,30,0,30,INSTALLED AND USED,17.0,132.0,50.0,2242.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-14,
"TENNESSEE, MIDDLE",2011-16,CAMPBELL,BROWN,NARCOTICS,"WC,TX",D,40854.0,30,1,60,INSTALLED AND USED,35.0,8.0,28.0,287.0,108.0,12208.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2012-8,CAMPBELL,BLANCO,NARCOTICS,WC,D,40879.0,30,2,90,INSTALLED AND USED,82.0,14.0,123.0,1112.0,566.0,21358.0,10400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2012-9,CAMPBELL,BROWN,NARCOTICS,"WC,TX",D,40906.0,30,0,30,INSTALLED AND USED,30.0,103.0,149.0,3099.0,499.0,13588.0,2630.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2012-10,CAMPBELL,BROWN,NARCOTICS,TX,D,40907.0,30,1,60,INSTALLED AND USED,60.0,21.0,36.0,1252.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-8,
"TENNESSEE, MIDDLE",2012-11,CAMPBELL,BROWN,NARCOTICS,WC,D,41011.0,30,2,90,INSTALLED AND USED,87.0,17.0,103.0,1521.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-12,
"TENNESSEE, MIDDLE",2012-12,CAMPBELL,BLANCO,NARCOTICS,TX,D,41040.0,30,1,60,INSTALLED AND USED,58.0,557.0,58.0,32296.0,279.0,69560.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2012-13,CAMPBELL,BLANCO,NARCOTICS,WC,D,41214.0,30,0,30,INSTALLED AND USED,2.0,364.0,8.0,729.0,20.0,2934.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2012-14,"HAYNES, JR.",HULSER,NARCOTICS,"WC,TX",D,41218.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2012-15,CAMPBELL,BLANCO,NARCOTICS,"WC,TX",D,41229.0,30,0,30,INSTALLED AND USED,1.0,270.0,5.0,270.0,51.0,1892.0,650.0,4.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-1,"HAYNES, JR.",HULSER,NARCOTICS,"WC,TX",D,41264.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-2,"HAYNES, JR.",HULSER,NARCOTICS,"WC,TX",D,41264.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-3,"HAYNES, JR.",HULSER,NARCOTICS,"WC,TX",D,41292.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-4,"HAYNES, JR.",BLANCO,NARCOTICS,"WC,TX",D,41302.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-5,"HAYNES, JR.",BLANCO,NARCOTICS,"WC,TX",D,41316.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-6,"HAYNES, JR.",BLANCO,NARCOTICS,"WC,TX",D,41347.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-7,"HAYNES, JR.",BLANCO,NARCOTICS,"WC,TX",D,41347.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-8,"HAYNES, JR.",BLANCO,NARCOTICS,"WC,TX",D,41347.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-9,"HAYNES, JR.",BLANCO,NARCOTICS,"WC,TX",D,41393.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-10,"HAYNES, JR.",BLANCO,NARCOTICS,"WC,TX",D,41393.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-11,"HAYNES, JR.",BLANCO,NARCOTICS,"WC,TX",D,41407.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, MIDDLE",2013-12,CAMPBELL,BITKOWER,NARCOTICS,WC,D,41542.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2010-2,TODD,BLANCO,NARCOTICS,WC,D,40218.0,30,0,30,INSTALLED AND USED,9.0,54.0,11.0,488.0,62.0,21156.0,2110.0,1.0,0.0,0.0,0.0,0.0,1.0,,
"TENNESSEE, WESTERN",2011-2,MCCALLA,BROWN,NARCOTICS,WC,D,40704.0,30,2,90,INSTALLED AND USED,67.0,77.0,489.0,5134.0,725.0,59986.0,5138.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2011-3,TODD,BROWN,NARCOTICS,WC,D,40707.0,30,2,90,INSTALLED AND USED,75.0,79.0,11.0,5912.0,1355.0,61496.0,5850.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2011-4,MCCALLA,ANDRES,NARCOTICS,WC,D,40721.0,30,0,30,INSTALLED AND USED,30.0,50.0,47.0,1489.0,496.0,16963.0,643.0,23.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2011-5,TODD,BLANCO,NARCOTICS,TX,D,40744.0,30,0,30,INSTALLED AND USED,30.0,14.0,11.0,424.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2011-3,
"TENNESSEE, WESTERN",2011-6,MCCALLA,BLANCO,NARCOTICS,WC,D,40763.0,30,0,30,INSTALLED AND USED,28.0,127.0,137.0,3553.0,1183.0,18920.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-4
"TENNESSEE, WESTERN",2011-7,MCCALLA,BLANCO,NARCOTICS,WC,D,40805.0,30,0,30,INSTALLED AND USED,29.0,20.0,21.0,570.0,82.0,17263.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-4
"TENNESSEE, WESTERN",2011-8,ANDERSON,BLANCO,NARCOTICS,WC,D,40815.0,30,0,30,INSTALLED AND USED,29.0,55.0,40.0,1586.0,1213.0,37675.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2011-9,MCCALLA,BROWN,NARCOTICS,WC,D,40843.0,30,0,30,NEVER INSTALLED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2011-10,MCCALLA,BROWN,NARCOTICS,WC,D,40877.0,30,0,30,INSTALLED AND USED,30.0,39.0,608.0,1172.0,254.0,21450.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2012-2,TODD,BROWN,NARCOTICS,WC,D,40774.0,30,3,120,INSTALLED AND USED,120.0,501.0,15.0,60173.0,2122.0,152340.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-5
"TENNESSEE, WESTERN",2012-3,TODD,BROWN,NARCOTICS,TX,D,40819.0,30,2,90,INSTALLED AND USED,90.0,253.0,15.0,22806.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2012-2,RELATED TO NO. 2012-5
"TENNESSEE, WESTERN",2012-4,ANDERSON,BLANCO,NARCOTICS,WC,D,40848.0,30,2,90,INSTALLED AND USED,90.0,29.0,40.0,2629.0,963.0,110469.0,7044.0,46.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2012-5,TODD,BROWN,NARCOTICS,WC,D,40876.0,30,1,60,INSTALLED AND USED,43.0,482.0,15.0,20733.0,313.0,75695.0,1175.0,11.0,0.0,0.0,0.0,0.0,15.0,,
"TENNESSEE, WESTERN",2012-6,MCCALLA,BROWN,NARCOTICS,WC,D,40933.0,30,0,30,INSTALLED AND USED,15.0,56.0,28.0,839.0,270.0,9103.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2011-4
"TENNESSEE, WESTERN",2012-7,MAYS,BLANCO,NARCOTICS,WC,D,40976.0,30,0,30,INSTALLED AND USED,15.0,10.0,5.0,148.0,78.0,37075.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-4
"TENNESSEE, WESTERN",2012-8,ANDERSON,BLANCO,NARCOTICS,WC,D,41002.0,30,0,30,INSTALLED AND USED,16.0,7.0,8.0,105.0,66.0,37075.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2012-4
"TENNESSEE, WESTERN",2012-9,MCCALLA,BLANCO,NARCOTICS,WC,D,41017.0,30,0,30,INSTALLED AND USED,25.0,81.0,648.0,2022.0,216.0,19982.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2012-10,ANDERSON,BLANCO,NARCOTICS,WC,D,41058.0,30,1,60,INSTALLED AND USED,60.0,127.0,40.0,7633.0,178.0,55756.0,1286.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2012-11,MCCALLA,BREUER,NARCOTICS,WC,D,41059.0,30,0,30,INSTALLED AND USED,30.0,37.0,33.0,1100.0,272.0,7572.0,2572.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2012-12,ANDERSON,BREUER,NARCOTICS,WC,D,41123.0,30,0,30,INSTALLED AND USED,30.0,114.0,120.0,3427.0,628.0,6750.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2012-13,ANDERSON,BROWN,NARCOTICS,WC,D,41142.0,30,1,60,INSTALLED AND USED,60.0,69.0,30.0,4129.0,1171.0,57870.0,3400.0,7.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2012-14,ANDERSON,BREUER,NARCOTICS,WC,R,41163.0,30,0,30,INSTALLED AND USED,26.0,59.0,124.0,1536.0,268.0,30233.0,10625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2012-15,FOWLKES,BURETTA,NARCOTICS,WC,D,41173.0,30,0,30,INSTALLED AND USED,30.0,362.0,512.0,10855.0,2421.0,34965.0,2325.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2012-16,ANDERSON,HULSER,NARCOTICS,WC,D,41206.0,30,0,30,INSTALLED AND USED,30.0,356.0,520.0,10687.0,690.0,36540.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TENNESSEE, WESTERN",2013-1,BREEN,O'BRIEN,NARCOTICS,WC,D,41547.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-1,SCHELL,COMBS,NARCOTICS,WC,D,41348.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-2,CRONE,BLANCO,NARCOTICS,WC,D,41360.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-3,CRONE,BLANCO,NARCOTICS,"WC,TX",D,41382.0,30,3,120,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-4,CRONE,COMBS,NARCOTICS,WC,D,41402.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-5,DAVIS,BLANCO,NARCOTICS,"WC,TX",D,41408.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-6,SCHNEIDER,O'BRIEN,NARCOTICS,"WC,TX",D,41449.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-7,CRONE,COMBS,NARCOTICS,WC,D,41451.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-8,CRONE,BLANCO,NARCOTICS,"WC,TX",D,41463.0,30,1,60,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-9,SCHNEIDER,BITKOWER,NARCOTICS,"WC,TX",D,41486.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-10,CRONE,BITKOWER,NARCOTICS,WC,D,41487.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-11,SCHELL,O'BRIEN,NARCOTICS,WC,D,41499.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-12,SCHELL,O'BRIEN,NARCOTICS,WC,D,41499.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-13,SCHELL,BLANCO,NARCOTICS,"WC,TX",D,41558.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-14,SCHELL,SWARTZ,NARCOTICS,WC,D,41569.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, EASTERN",2013-15,CRONE,BLANCO,NARCOTICS,WC,D,41586.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2009-33,O'CONNOR,KEENEY,NARCOTICS,WC,D,39797.0,30,2,90,INSTALLED AND USED,90.0,29.0,23.0,2584.0,953.0,124960.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2009-34,O'CONNOR,BLANCO,NARCOTICS,WC,D,39827.0,30,0,30,INSTALLED AND USED,3.0,0.0,0.0,1.0,0.0,3726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2009-35,LINDSAY,GRINDLER,NARCOTICS,WC,D,39987.0,30,0,30,INSTALLED AND USED,30.0,49.0,13.0,1463.0,179.0,35256.0,3000.0,19.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2009-36,GODBEY,KEENEY,NARCOTICS,WC,D,40088.0,30,0,30,INSTALLED AND USED,16.0,16.0,12.0,264.0,156.0,27536.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2010-25,BOYLE,BLANCO,NARCOTICS,WC,D,40227.0,30,0,30,INSTALLED AND USED,30.0,191.0,228.0,5732.0,308.0,40100.0,2840.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2010-26,O'CONNOR,WEINSTEIN,NARCOTICS,WC,D,40277.0,30,0,30,INSTALLED AND USED,30.0,186.0,220.0,5581.0,363.0,40420.0,3160.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2010-27,SOLIS,KEENEY,NARCOTICS,WC,D,40346.0,30,0,30,INSTALLED AND USED,21.0,55.0,21.0,1146.0,312.0,40320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2012-28,LYNN,HULSER,NARCOTICS,WC,D,40976.0,30,0,30,INSTALLED AND USED,30.0,124.0,30.0,3722.0,500.0,20800.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2012-29,LYNN,HULSER,NARCOTICS,WC,D,40976.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2012-30,BOYLE,PETERSON,NARCOTICS,"WC,TX",D,41084.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-1,LINDSAY,SWARTZ,NARCOTICS,"WC,TX",D,41247.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-2,LINDSAY,SWARTZ,NARCOTICS,"WC,TX",D,41247.0,30,0,30,INSTALLED AND USED,29.0,24.0,13.0,709.0,420.0,26841.0,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-3,LINDSAY,BURETTA,NARCOTICS,"WC,TX",D,41274.0,30,0,30,INSTALLED NOT USED,0.0,0.0,0.0,0.0,0.0,12880.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-4,GODBEY,BLANCO,NARCOTICS,WC,D,41284.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-5,GODBEY,BURETTA,NARCOTICS,"WC,EO",D,41333.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-6,LYNN,HULSER,NARCOTICS,"WC,EO",D,41341.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-7,LYNN,HULSER,NARCOTICS,WC,D,41341.0,30,0,30,INSTALLED AND USED,29.0,128.0,27.0,3722.0,500.0,20800.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-8,LYNN,O'BRIEN,NARCOTICS,"WC,EO",D,41365.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-9,LYNN,O'BRIEN,NARCOTICS,"WC,EO",D,41365.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-10,LYNN,O'BRIEN,NARCOTICS,WC,D,41377.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-11,LYNN,O'BRIEN,NARCOTICS,WC,D,41377.0,30,0,30,INSTALLED AND USED,30.0,216.0,97.0,6494.0,57.0,29461.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-12,LYNN,BLANCO,NARCOTICS,"WC,EO",D,41379.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-13,LYNN,O'BRIEN,NARCOTICS,WC,D,41380.0,30,1,60,INSTALLED AND USED,39.0,62.0,84.0,2399.0,215.0,55026.0,4030.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2013-28
"TEXAS, NORTHERN",2013-14,LINDSAY,O'BRIEN,NARCOTICS,"WC,TX",D,41389.0,30,0,30,INSTALLED AND USED,29.0,270.0,38.0,7823.0,1245.0,22423.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-15,KINKEADE,O'BRIEN,NARCOTICS,"WC,EO",D,41407.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-16,KINKEADE,BLANCO,NARCOTICS,"WC,TX",D,41410.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-17,KINKEADE,O'BRIEN,NARCOTICS,WC,D,41414.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"TEXAS, NORTHERN",2013-18,ROBINSON,O'BRIEN,NARCOTICS,"WC,TX",D,41416.0,30,0,30,NO PROSECUTOR REPORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
