Jurisdiction,A.O. Number,Judge,Attorney General or Designee,Offense,Type,Location,Application Date,Original Order (Days),Number of Extensions,Total Length (Days),Installation,Number of Days in Operation,Avg. Intercepts Per Day,Number of Persons Intercepts,Number of Intercepts,Number of Incriminating Intercepts,Total Cost($),Other Than Manpower Cost ($),Arrests,Trials,Motions Granted,Motions Denied,Motions Pending,Persons Convicted,Cost Related,Results Related
"PENNSYLVANIA, EASTERN",2012-24,TUCKER,BREUER,NARCOTICS,WC,"D,R",40974.0,30.0,0.0,30.0,INSTALLED AND USED,21.0,28.0,12,596,62,,,,,,,,,RELATED TO NO. 2012-22,RELATED TO NO. 2012-22
"PENNSYLVANIA, EASTERN",2013-19,SLOMSKY,,NARCOTICS,"WC,TX",D,41492.0,30.0,0.0,30.0,INSTALLED AND USED,9.0,,,,,4052.0,662.0,4.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2013-20,STENGEL,O'BRIEN,$LAUNDERING,WC,D,41477.0,30.0,1.0,60.0,INSTALLED AND USED,46.0,20.0,134,926,27,92024.0,1500.0,,,,,,,RELATED TO NO. 2013-21,
"PENNSYLVANIA, EASTERN",2013-21,STENGEL,O'BRIEN,$LAUNDERING,WC,D,41477.0,30.0,1.0,60.0,INSTALLED AND USED,46.0,14.0,134,688,27,92024.0,1500.0,,,,,,,,
"PENNSYLVANIA, EASTERN",2013-22,STENGEL,O'BRIEN,$LAUNDERING,EE,D,41477.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,92.0,134,"5,564",79,,,,,,,,,RELATED TO NO. 2013-21,
"PENNSYLVANIA, EASTERN",2013-23,DAVIS,O'BRIEN,CONSPIRACY,WC,D,41603.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,30.0,84,904,130,214814.0,24000.0,5.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2014-27,DAVIS,,CONSPIRACY,"WC,OO",D,41621.0,30.0,6.0,210.0,INSTALLED AND USED,210.0,28945.0,431,"6,078,520","2,865",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-23,RELATED TO NO. 2013-23
"PENNSYLVANIA, EASTERN",2015-18,SANCHEZ,,NARCOTICS,"WC,TX",D,42020.0,30.0,0.0,30.0,INSTALLED AND USED,10.0,,,,,9223.0,625.0,14.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2015-21,SANCHEZ,,NARCOTICS,"WC,TX",D,42045.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,63992.0,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-18
"PENNSYLVANIA, EASTERN",2015-22,MCHUGH,O'BRIEN,DRUGS - ILLEGAL,WC,D,42089.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,7.0,,219,4,,,8.0,0.0,0.0,0.0,0.0,4.0,RELATED TO NO. 2015-24,RELATED TO NO. 2015-24
"PENNSYLVANIA, EASTERN",2015-23,MCHUGH,O'BRIEN,DRUGS - ILLEGAL,WC,D,42089.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,59.0,,"3,579",133,,,8.0,0.0,0.0,0.0,0.0,4.0,RELATED TO NO. 2015-24,RELATED TO NO. 2015-24
"PENNSYLVANIA, EASTERN",2015-24,MCHUGH,O'BRIEN,DRUGS - ILLEGAL,WC,D,42089.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,50.0,,"3,021",81,419649.0,213405.0,8.0,0.0,0.0,0.0,0.0,4.0,,
"PENNSYLVANIA, EASTERN",2015-25,MCHUGH,O'BRIEN,DRUGS - ILLEGAL,WC,D,42145.0,30.0,0.0,30.0,INSTALLED AND USED,16.0,95.0,,"1,526",111,,,8.0,0.0,0.0,0.0,0.0,4.0,RELATED TO NO. 2015-24,RELATED TO NO. 2015-24
"PENNSYLVANIA, EASTERN",2015-27,KEARNEY,,NARCOTICS,WC,D,42184.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,30.0,13,888,37,27517.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2015-28,KEARNEY,,NARCOTICS,"WC,TX",D,42171.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,59.0,197,"3,496",474,56403.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2015-30,"SMITH, JR.",,NARCOTICS,"WC,TX",D,42166.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,177.0,442,"10,658","10,380",69513.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-33
"PENNSYLVANIA, EASTERN",2015-32,"SMITH, JR.",,NARCOTICS,WC,D,42237.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,210.0,224,"5,894","5,754",28029.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-33
"PENNSYLVANIA, EASTERN",2015-35,"SMITH, JR.",,NARCOTICS,"WC,TX",D,42206.0,30.0,2.0,90.0,INSTALLED AND USED,67.0,77.0,240,"5,187","4,141",52860.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-33
"PENNSYLVANIA, EASTERN",2016-33,"SMITH, JR.",,NARCOTICS,"WC,TX",D,42342.0,30.0,1.0,60.0,INSTALLED AND USED,39.0,,,,,41580.0,3300.0,28.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2016-34,"LEESON, JR.",,NARCOTICS,"WC,TX",D,42417.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,694.0,25,"20,845","1,798",28791.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-40
"PENNSYLVANIA, EASTERN",2016-36,BEETLESTONE,,NARCOTICS,"WC,TX",D,42430.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,123.0,2,"3,706",362,28791.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2016-38,"LEESON, JR.",,NARCOTICS,"WC,TX",D,42437.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,234.0,10,"7,043","1,437",37148.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2016-40
"PENNSYLVANIA, EASTERN",2016-40,"LEESON, JR.",,NARCOTICS,"WC,TX",D,42446.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,480.0,25,"27,876","4,027",67314.0,3700.0,4.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2016-42,MCHUGH,O'BRIEN,DRUGS - ILLEGAL,WC,D,42125.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,15.0,,431,96,,,8.0,0.0,0.0,0.0,0.0,4.0,RELATED TO NO. 2015-24,RELATED TO NO. 2015-24
"PENNSYLVANIA, EASTERN",2016-43,MCHUGH,O'BRIEN,DRUGS - ILLEGAL,WC,D,42125.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,16.0,,482,105,,,8.0,0.0,0.0,0.0,0.0,4.0,RELATED TO NO. 2015-24,RELATED TO NO. 2015-24
"PENNSYLVANIA, EASTERN",2016-46,BEETLESTONE,,NARCOTICS,WC,D,42467.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,14.0,4,799,284,57582.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2016-47,BEETLESTONE,,NARCOTICS,TX,D,42494.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,44.0,4,"1,283",421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-46,
"PENNSYLVANIA, EASTERN",2016-48,MCHUGH,O'BRIEN,DRUGS - ILLEGAL,WC,D,42145.0,30.0,0.0,30.0,INSTALLED AND USED,19.0,13.0,,256,64,,,8.0,0.0,0.0,0.0,0.0,4.0,RELATED TO NO. 2015-24,RELATED TO NO. 2015-24
"PENNSYLVANIA, EASTERN",2016-49,KEARNEY,,NARCOTICS,WC,D,42474.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,103.0,158,"6,230",0,88610.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2016-51,DAVIS,,NARCOTICS,"WC,TX",D,42440.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,0.0,0,0,0,82073.0,800.0,15.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2016-52,SANCHEZ,O'BRIEN,DRUGS - ILLEGAL,"WC,TX",D,42566.0,30.0,1.0,60.0,INSTALLED AND USED,35.0,40.0,110,"1,431",776,,,,,,,,,RELATED TO NO. 2016-53,
"PENNSYLVANIA, EASTERN",2016-53,SANCHEZ,O'BRIEN,DRUGS - ILLEGAL,"WC,TX",D,42566.0,30.0,1.0,60.0,INSTALLED AND USED,54.0,19.0,65,"1,061",604,346697.0,166585.0,,,,,,,,
"PENNSYLVANIA, EASTERN",2016-54,SANCHEZ,O'BRIEN,DRUGS - ILLEGAL,"WC,TX",D,42598.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,63.0,91,"1,907",284,,,,,,,,,RELATED TO NO. 2016-53,
"PENNSYLVANIA, EASTERN",2016-55,BEETLESTONE,,CORRUPTION,WC,D,42571.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,47.0,294,"4,304","3,000",77139.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, EASTERN",2016-56,LEESON,O'BRIEN,CONSPIRACY,"WC,TX",D,42419.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"PENNSYLVANIA, EASTERN",2016-57,LEESON,O'BRIEN,CONSPIRACY,"WC,TX",D,42437.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"PENNSYLVANIA, EASTERN",2016-58,LEESON,O'BRIEN,CONSPIRACY,"WC,TX",D,42447.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"PENNSYLVANIA, MIDDLE",2013-24,CONNER,,NARCOTICS,WC,D,41249.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,34.0,45,942,212,33486.0,1700.0,13.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2013-25,"JONES, III.",,NARCOTICS,"WC,TX",D,41389.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,14991.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2013-28,"JONES, III.",,NARCOTICS,"WC,TX",D,41403.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,22553.0,1875.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2013-30,"JONES, III.",,NARCOTICS,"WC,TX",D,41417.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,,,,,10348.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2013-31,CONNER,,NARCOTICS,"WC,TX",D,41450.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,49125.0,932.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2013-33,"JONES, III.",,NARCOTICS,WC,D,41429.0,30.0,3.0,120.0,INSTALLED AND USED,110.0,,,,,55276.0,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2013-36,CONNER,,NARCOTICS,WC,D,41494.0,30.0,1.0,60.0,INSTALLED AND USED,53.0,,,,,56491.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2013-37,"JONES, III.",,NARCOTICS,WC,D,41480.0,30.0,2.0,90.0,INSTALLED AND USED,87.0,,,,,74072.0,2176.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2013-38,"JONES, III.",,NARCOTICS,WC,D,41537.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,,,,,36660.0,642.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2014-31,CONNER,BLANCO,$LAUNDERING,WC,D,41780.0,30.0,1.0,60.0,INSTALLED AND USED,39.0,219.0,1,"8,560",632,70000.0,15000.0,14.0,,,,,,,
"PENNSYLVANIA, MIDDLE",2014-33,"JONES, III.",,NARCOTICS,"WC,TX",D,41857.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,37885.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-35
"PENNSYLVANIA, MIDDLE",2014-35,CONNER,,NARCOTICS,"WC,TX",D,41873.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,38510.0,1250.0,9.0,0.0,0.0,0.0,0.0,9.0,,
"PENNSYLVANIA, MIDDLE",2014-37,CALDWELL,,NARCOTICS,"WC,TX",D,41900.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,,,,,39060.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2014-35
"PENNSYLVANIA, MIDDLE",2015-35,MANNION,,NARCOTICS,"WC,TX",D,42124.0,30.0,1.0,60.0,INSTALLED AND USED,59.0,72.0,27,"4,299","1,133",18942.0,1250.0,11.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2015-37,MANNION,,NARCOTICS,"WC,TX",D,42181.0,30.0,0.0,30.0,INSTALLED AND USED,24.0,52.0,14,"1,249",440,13912.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-35
"PENNSYLVANIA, MIDDLE",2015-38,"JONES, III.",,NARCOTICS,"WC,TX",D,42153.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,136.0,84,"8,180","1,793",102046.0,1286.0,20.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2015-40,CONNER,,NARCOTICS,"WC,TX",D,42229.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,103.0,30,"3,092","1,345",30168.0,2200.0,13.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, MIDDLE",2016-34,"JONES, III.",O'BRIEN,NARCOTICS,WC,D,42354.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,126.0,72,"3,806",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-35,RELATED TO NO. 2016-35
"PENNSYLVANIA, MIDDLE",2016-35,"JONES, III.",O'BRIEN,NARCOTICS,WC,D,42327.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,54873.0,26,"3,292,385",0,335073.0,0.0,16.0,0.0,15.0,2.0,1.0,0.0,,
"PENNSYLVANIA, MIDDLE",2016-36,BRANN,O'BRIEN,NARCOTICS,"WC,WS",D,42328.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,207.0,97,"12,421",0,179381.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,,
"PENNSYLVANIA, MIDDLE",2016-37,BRANN,,NARCOTICS,WC,D,42382.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,333.0,15,"10,000","1,500",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-36,RELATED TO NO. 2016-36
"PENNSYLVANIA, MIDDLE",2016-38,"JONES, III.",,NARCOTICS,WC,D,42422.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,56.0,85,"3,368",870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-35,RELATED TO NO. 2016-35
"PENNSYLVANIA, MIDDLE",2016-39,MANNION,O'BRIEN,RACKETEERING,"OM,OO,EO",O,42529.0,30.0,3.0,120.0,INSTALLED AND USED,120.0,0.0,3,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-49,RELATED TO NO. 2016-49
"PENNSYLVANIA, MIDDLE",2016-40,BRANN,CALDWELL,DRUGS - ILLEGAL,"WC,TX",D,42328.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"PENNSYLVANIA, WESTERN",2009-1,AMBROSE,,NARCOTICS,WC,D,39872.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,471.0,175,"14,136",11,44203.0,1170.0,11.0,0.0,0.0,0.0,0.0,4.0,,
"PENNSYLVANIA, WESTERN",2010-11,FISCHER,,NARCOTICS,WC,D,40392.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,75.0,24,"4,504",41,87316.0,1250.0,43.0,0.0,0.0,0.0,0.0,41.0,,
"PENNSYLVANIA, WESTERN",2013-53,HORNAK,O'BRIEN,NARCOTICS,WC,D,41437.0,30.0,0.0,30.0,INSTALLED AND USED,27.0,8.0,5,242,14,43033.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,,
"PENNSYLVANIA, WESTERN",2013-54,SCHWAB,,NARCOTICS,"WC,TX",D,41411.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,51.0,130,"3,119","1,329",62010.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-56,HORNAK,,NARCOTICS,WC,D,41457.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,72.0,16,"2,189",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-53,RELATED TO NO. 2013-53
"PENNSYLVANIA, WESTERN",2013-57,HORNAK,,NARCOTICS,WC,D,41473.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,205.0,33,"6,166",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-53,RELATED TO NO. 2013-53
"PENNSYLVANIA, WESTERN",2013-58,HORNAK,,NARCOTICS,WC,D,41485.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,216.0,46,"12,990",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-53,RELATED TO NO. 2013-53
"PENNSYLVANIA, WESTERN",2013-60,HORNAK,O'BRIEN,NARCOTICS,WC,D,41534.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,49.0,14,"1,486",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-53,RELATED TO NO. 2013-53
"PENNSYLVANIA, WESTERN",2013-61,SCHWAB,,NARCOTICS,"WC,TX",D,41512.0,30.0,1.0,60.0,INSTALLED AND USED,47.0,,,,,66374.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-62,MCVERRY,,NARCOTICS,WC,D,41544.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,119.0,41,"3,577","3,577",43033.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,,
"PENNSYLVANIA, WESTERN",2013-63,HORNAK,,NARCOTICS,WC,D,41522.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,197.0,51,"11,828",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-53,RELATED TO NO. 2013-53
"PENNSYLVANIA, WESTERN",2013-64,FISCHER,,NARCOTICS,"WC,TX",D,41558.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,,,,,82350.0,5059.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2013-66,MCVERRY,,NARCOTICS,WC,D,41590.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,350.0,56,"10,527","10,527",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-62,RELATED TO NO. 2013-62
"PENNSYLVANIA, WESTERN",2013-67,SCHWAB,,NARCOTICS,"WC,TX",D,41572.0,30.0,1.0,60.0,INSTALLED AND USED,57.0,,,,,76394.0,5600.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2014-60,FLOWERS CONTI,,NARCOTICS,WC,D,41828.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,234.0,28,"7,021","7,021",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-62,RELATED TO NO. 2013-62
"PENNSYLVANIA, WESTERN",2014-61,FLOWERS CONTI,,NARCOTICS,WC,D,41908.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,27.0,9,828,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-62,RELATED TO NO. 2013-62
"PENNSYLVANIA, WESTERN",2014-62,FLOWERS CONTI,,NARCOTICS,WC,D,41851.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,356.0,68,"32,078",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-62,RELATED TO NO. 2013-62
"PENNSYLVANIA, WESTERN",2015-54,FLOWERS CONTI,,NARCOTICS,WC,D,42016.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,14.0,11,438,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2013-62,RELATED TO NO. 2013-62
"PENNSYLVANIA, WESTERN",2015-55,CERCONE,,NARCOTICS,"WC,TX",D,42160.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,334.0,461,"10,021","5,352",37885.0,625.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-59
"PENNSYLVANIA, WESTERN",2015-57,CONTI,,NARCOTICS,"WC,TX",D,42146.0,30.0,1.0,60.0,INSTALLED AND USED,52.0,31.0,60,"1,617",224,65834.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-59
"PENNSYLVANIA, WESTERN",2015-59,CERCONE,,NARCOTICS,"WC,TX",D,42173.0,30.0,1.0,60.0,INSTALLED AND USED,58.0,44.0,117,"2,603",490,73320.0,1284.0,8.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2015-61,CONTI,,NARCOTICS,"WC,TX",D,42200.0,30.0,1.0,60.0,INSTALLED AND USED,43.0,54.0,102,"2,360",498,54690.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-59
"PENNSYLVANIA, WESTERN",2015-63,FLOWERS CONTI,O'BRIEN,NARCOTICS,WC,D,42230.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,197.0,137,"17,806","10,027",139896.0,12231.0,9.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2015-64,CONTI,,NARCOTICS,WC,D,42307.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,3.0,5,117,0,44867.0,1834.0,0.0,0.0,0.0,0.0,0.0,0.0,,RELATED TO NO. 2015-63
"PENNSYLVANIA, WESTERN",2016-33,FISCHER,O'BRIEN,CORRUPTION,WC,D,42383.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,45.0,30,"2,715",366,77460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2016-34,HORNAK,,NARCOTICS,WC,D,42429.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,2090.0,22,"62,722","8,303",55943.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2016-35,CERCONE,,NARCOTICS,WC,D,42482.0,30.0,0.0,30.0,INSTALLED AND USED,4.0,250.0,0,"1,000","1,000",103280.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2016-36,BISSOON,,CORRUPTION,WC,D,42436.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,525.0,73,"31,538","2,325",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-33,RELATED TO NO. 2016-33
"PENNSYLVANIA, WESTERN",2016-37,HORNAK,,FRAUD,EE,O,42433.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,4728.0,97,"425,601",200,57732.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2016-38,CERCONE,O'BRIEN,NARCOTICS,WC,D,42422.0,30.0,2.0,90.0,INSTALLED AND USED,90.0,80.0,58,"7,231","5,574",129100.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2016-39,CONTI,O'BRIEN,NARCOTICS,WC,D,42496.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,62.0,11,"1,885","1,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-35,RELATED TO NO. 2016-35
"PENNSYLVANIA, WESTERN",2016-41,SCHWAB,,NARCOTICS,"WC,TX",D,42474.0,30.0,1.0,60.0,INSTALLED AND USED,60.0,9.0,513,565,110,129035.0,5725.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2016-43,SCHWAB,,NARCOTICS,"WC,TX",D,42503.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,157.0,824,"4,716",831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-41,
"PENNSYLVANIA, WESTERN",2016-44,CONTI,O'BRIEN,NARCOTICS,WC,D,42517.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,15.0,6,466,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-35,RELATED TO NO. 2016-35
"PENNSYLVANIA, WESTERN",2016-46,SCHWAB,,NARCOTICS,"WC,TX",D,42538.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0.0,0,0,0,55014.0,4472.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2016-47,SCHWAB,,NARCOTICS,"WC,TX",D,42594.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,131.0,299,"1,967",426,20330.0,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"PENNSYLVANIA, WESTERN",2016-49,HORNAK,,NARCOTICS,WC,D,42439.0,30.0,7.0,240.0,INSTALLED AND USED,232.0,143.0,91,"33,399","8,303",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RELATED TO NO. 2016-34,RELATED TO NO. 2016-34
"PENNSYLVANIA, WESTERN",2016-50,HORNAK,BLANCO,NARCOTICS,"WC,TX",D,42429.0,30.0,6.0,210.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"PENNSYLVANIA, WESTERN",2016-51,HORNAK,DOWNING,OTHER,EE,R,42436.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"PENNSYLVANIA, WESTERN",2016-52,CERCONE,CALDWELL,DRUGS - PRESCRIPTION,"WC,WO",D,42453.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"PENNSYLVANIA, WESTERN",2016-53,CERCONE,CALDWELL,DRUGS - PRESCRIPTION,"WC,WO",D,42419.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"PENNSYLVANIA, WESTERN",2016-54,CERCONE,CALDWELL,NARCOTICS,"WC,WO,TX",D,42517.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
"PENNSYLVANIA, WESTERN",2016-55,CERCONE,CALDWELL,NARCOTICS,"WC,WO,TX",D,42482.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,,,,,,,,,,,,,,,
