"Wiretap Table B-1. State Courts
Report of Court-Authorized Intercepts of Wire, Oral, or Electronic Communications Pursuant to 18 U.S.C. 2519
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69769,"COHEN, JR.",SINGAS,NARCOTICS,"TX,WC",D,42998.0,11.0,6.0,191.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69855,"COHEN, JR.",SINGAS,GAMBLING,"TX,WC",D,43012.0,30.0,13.0,420.0,INSTALLED AND USED,392.0,0,150,0,471,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69893,BALKIN,SINGAS,GAMBLING,"TX,WC",D,43082.0,16.0,3.0,106.0,INSTALLED AND USED,99.0,0,112,0,744,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69927,DILLION,KADANOFF,FRAUD,"EO,TX,WC",D,42977.0,30.0,6.0,210.0,INSTALLED AND USED,198.0,0,256,0,0,1653907.0,905782.0,11.0,0.0,0.0,0.0,0.0,0.0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69928,CONNOLLY,KADANOFF,NARCOTICS,"TX,WC",D,42929.0,30.0,6.0,210.0,INSTALLED AND USED,179.0,0,7,0,0,1044705.0,615105.0,4.0,0.0,0.0,0.0,0.0,1.0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69929,DILLION,KADANOFF,NARCOTICS,"EO,TX,WC",D,43089.0,30.0,4.0,150.0,INSTALLED AND USED,142.0,0,8,0,0,1041380.0,701380.0,0,0,0.0,0.0,0.0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69930,WARHIT,SCHNEIDERMAN,NARCOTICS,"EO,TX,WC",D,43241.0,30.0,6.0,210.0,INSTALLED AND USED,201.0,0,7,0,0,980795.0,498395.0,0,0,0.0,0.0,0.0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69931,DILLION,SCHNEIDERMAN,NARCOTICS,"EO,TX,WC",D,43224.0,30.0,5.0,180.0,INSTALLED AND USED,162.0,0,6,0,0,723655.0,208455.0,12.0,0,0.0,0.0,0.0,0.0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69932,CHRISTOPHER,SCHNEIDERMAN,OTHER,"EO,TX,WC",D,43032.0,30.0,12.0,390.0,INSTALLED AND USED,365.0,0,453,0,0,3331169.0,1141169.0,17.0,0,0.0,0.0,0.0,0.0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69934,DILLION,SINGAS,NARCOTICS,"TX,WC",D,43375.0,30.0,0.0,30.0,INSTALLED AND USED,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-69082
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-69951,HALL,SINGAS,GAMBLING,"EF,WC",D,43154.0,30.0,2.0,90.0,INSTALLED AND USED,81.0,0,283,0,526,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70028,BARROS,SINGAS,NARCOTICS,"TX,WC",D,43355.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,27.0,199,783,96,266575.0,715.0,6.0,0,0.0,0.0,0.0,0.0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70039,AUSTIN,SINGAS,NARCOTICS,"TX,WC",D,43384.0,30.0,0.0,30.0,INSTALLED AND USED,25.0,7.0,44,168,14,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-70028
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70060,MASTRO,SINGAS,NARCOTICS,"TX,WC",D,43089.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2017-69714
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70086,MASTRO,SINGAS,NARCOTICS,"TX,WC",D,43089.0,30.0,0.0,30.0,INSTALLED AND USED,2.0,0,0,0,183,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2017-69714
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70147,SYLVIA,SINGAS,NARCOTICS,"TX,WC",D,43360.0,17.0,0.0,17.0,INSTALLED AND USED,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-69082
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70182,IANNACCI,SINGAS,NARCOTICS,"TX,WC",D,43313.0,30.0,0.0,30.0,INSTALLED AND USED,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-69082
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70188,MASTRO,SINGAS,NARCOTICS,"TX,WC",D,43089.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0,0,0,167,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2017-69714
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70210,"COHEN, JR.",SINGAS,NARCOTICS,"TX,WC",D,43012.0,30.0,13.0,420.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70228,MASTRO,SINGAS,NARCOTICS,"TX,WC",D,43089.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0,0,0,183,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2017-69714
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70250,DILLION,SINGAS,GAMBLING,"TX,WC",D,43250.0,16.0,2.0,76.0,INSTALLED AND USED,65.0,0,99,0,105,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70283,"COHEN, JR.",SINGAS,GAMBLING,"TX,WC",D,42998.0,11.0,6.0,191.0,INSTALLED AND USED,174.0,0,253,0,241,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70308,MASTRO,SINGAS,NARCOTICS,"TX,WC",D,43089.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0,0,0,411,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2017-69714
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70422,BARROS,SINGAS,NARCOTICS,"TX,WC",D,43355.0,30.0,1.0,60.0,INSTALLED AND USED,54.0,0,188,0,654,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-70028
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70423,ROMAN,SINGAS,NARCOTICS,"TX,WC",D,43377.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70509,"COHEN, JR.",SINGAS,GAMBLING,"TX,WC",D,43237.0,30.0,5.0,180.0,INSTALLED AND USED,164.0,0,164,0,122,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70734,MASTRO,SINGAS,NARCOTICS,"TX,WC",D,43089.0,30.0,0.0,30.0,INSTALLED AND USED,29.0,0,0,0,198,0,0,0,0,0.0,0.0,0.0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70776,BRATHWAITE NELSON,SINGAS,NARCOTICS,"TX,WC",D,43397.0,16.0,0.0,16.0,INSTALLED AND USED,12.0,4.0,21,45,9,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-70028
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70828,CHRISTOPHER,SCHNEIDERMAN,OTHER,"EO,TX,WC",D,43032.0,30.0,12.0,390.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-70969,"COHEN, JR.",MCMAHON,NARCOTICS,"TX,WC",D,43003.0,30.0,3.0,120.0,INSTALLED AND USED,116.0,0,0,0,0,0,0,13.0,0,0.0,13.0,0.0,10.0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-71017,BRATHWAITE NELSON,MCMAHON,LARCENY,"TX,WC",D,43308.0,30.0,1.0,60.0,INSTALLED AND USED,56.0,0,120,0,351,0,0,0.0,0,0.0,0.0,0.0,0.0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-71038,MALTESE,MCMAHON,NARCOTICS,"TX,WC",D,43133.0,30.0,7.0,240.0,INSTALLED AND USED,220.0,0,0,0,0,0,0,16.0,0,0.0,0.0,6.0,2.0,,
NEW YORK,SUPREME COURT APPELLATE DIVISION 2ND DEPARTMENT,2018-77484,DILLION,KADANOFF,FRAUD,WC,D,42977.0,30.0,6.0,210.0,NEVER INSTALLED,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69956,WARHIT,ABINANTI,NARCOTICS,"TX,WC",D,43354.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69957,WARHIT,ABINANTI,NARCOTICS,"AP,EO,WC",D,43354.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69958,WARHIT,DENISE,NARCOTICS,"TX,WC",D,43354.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69959,WARHIT,DENISE,NARCOTICS,"AP,EO,WC",D,43354.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69960,WARHIT,DENISE,NARCOTICS,"AP,EO,WC",D,43383.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69961,WARHIT,DENISE,NARCOTICS,"TX,WC",D,43402.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69962,WARHIT,DENISE,NARCOTICS,"TX,WC",D,43402.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69963,WARHIT,DENISE,NARCOTICS,"AP,EO,WC",D,43423.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69964,WARHIT,DENISE,NARCOTICS,"AP,EO,WC",D,43423.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69965,WARHIT,LIEBOWITZ,DRUGS - ILLEGAL,"TX,WC",D,43325.0,30.0,0.0,30.0,INSTALLED BUT NOT USED,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69966,WARHIT,CECCHINI,NARCOTICS,"TX,WC",D,43192.0,7.0,0.0,7.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69967,WARHIT,LIEBOWITZ,DRUGS - ILLEGAL,"TX,WC",D,43325.0,30.0,0.0,30.0,INSTALLED BUT NOT USED,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69975,WARHIT,CECCHINI,NARCOTICS,"TX,WC",D,43200.0,30.0,1.0,60.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69976,WARHIT,CECCHINI,NARCOTICS,"TX,WC",D,43377.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69977,WARHIT,CECCHINI,NARCOTICS,"TX,WC",D,43403.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69978,WARHIT,CECCHINI,NARCOTICS,"TX,WC",D,43403.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69980,WARHIT,CECCHINI,NARCOTICS,"TX,WC",D,43432.0,30.0,0.0,30.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69981,WARHIT,CECCHINI,NARCOTICS,"TX,WC",D,43325.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NEW YORK,WESTCHESTER,2018-69982,WARHIT,ABINANTI,NARCOTICS,"AP,EO,WC",D,43325.0,30.0,2.0,90.0,NO PROSECUTOR REPORT,0,0,0,0,0,0,0,0,0,0,0,0,0,,
NORTH CAROLINA,ALAMANCE,2018-69116,RIDGEWAY,NADOLSKI,NARCOTICS,"TX,WC",D,43150.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,1,0,76,0,0,0,0,0.0,0.0,0.0,0,,
NORTH CAROLINA,ALAMANCE,2018-69353,WILSON,NADOLSKI,NARCOTICS,"TX,WC",D,43382.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,1.0,1,13,0,0,0,0,0,0.0,0.0,0.0,0,,
NORTH CAROLINA,ALAMANCE,2018-69475,RIDGEWAY,NADOLSKI,NARCOTICS,"TX,WC",D,43192.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,2,0,295,0,0,0,0,0.0,0.0,0.0,0,,
NORTH CAROLINA,ALAMANCE,2018-69790,HUDSON,NADOLSKI,NARCOTICS,"TX,WC",D,43234.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,3,0,614,0,0,0,0,0.0,0.0,0.0,0,,
NORTH CAROLINA,ALAMANCE,2018-69805,ROZIER,NADOLSKI,NARCOTICS,"TX,WC",D,43360.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,,
NORTH CAROLINA,ALAMANCE,2018-70503,HARDIN,NADOLSKI,NARCOTICS,"TX,WC",D,43297.0,30.0,0.0,30.0,INSTALLED AND USED,20.0,10.0,1,190,20,0,0,0,0,0.0,0.0,0.0,0,,
NORTH CAROLINA,ALAMANCE,2018-70553,ALBRIGHT,NADOLSKI,NARCOTICS,"TX,WC",D,43214.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,2,0,72,0,0,0,0,0.0,0.0,0.0,0,,
NORTH CAROLINA,CATAWBA,2018-69833,HUDSON,LEARNER,NARCOTICS,"TX,WC",D,43173.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70125,RELATED TO NO. 2018-70125
NORTH CAROLINA,CATAWBA,2018-70125,ALBRIGHT,LEARNER,NARCOTICS,"TX,WC",D,43214.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,2,0,0,70000.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,,
NORTH CAROLINA,CATAWBA,2018-70217,RIDGEWAY,LEARNER,NARCOTICS,"TX,WC",D,43147.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70125,RELATED TO NO. 2018-70125
NORTH CAROLINA,CATAWBA,2018-70848,RIDGEWAY,LEARNER,NARCOTICS,"TX,WC",D,43192.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-70125
NORTH CAROLINA,FORSYTH,2018-69074,HUDSON,O'NEILL,NARCOTICS,"TX,WC",D,43234.0,30.0,0.0,30.0,INSTALLED AND USED,12.0,72.0,1,868,346,113460.0,960.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NORTH CAROLINA,FORSYTH,2018-70796,HUDSON,O'NEILL,NARCOTICS,"TX,WC",D,43173.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,23.0,1,694,138,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-69074,RELATED TO NO. 2018-69074
NORTH CAROLINA,FORSYTH,2018-70799,ALBRIGHT,O'NEILL,NARCOTICS,"TX,WC",D,43214.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,29.0,2,868,346,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-69074,RELATED TO NO. 2018-69074
NORTH CAROLINA,GUILFORD,2018-70074,RIDGEWAY,HENDERSON,NARCOTICS,WC,D,43411.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,1,0,247,96000.0,12000.0,3.0,0.0,0.0,0.0,0.0,0.0,,
NORTH CAROLINA,MACON,2018-69205,RIDGEWAY,WELCH,NARCOTICS,"TX,WC",D,43150.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-69867,RELATED TO NO. 2018-69867
NORTH CAROLINA,MACON,2018-69867,RIDGEWAY,WELCH,NARCOTICS,"TX,WC",D,43192.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,0,2,0,0,450.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,,
NORTH CAROLINA,MACON,2018-70660,HUDSON,WELCH,NARCOTICS,"TX,WC",D,43173.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,2,0,563,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-69867,RELATED TO NO. 2018-69867
NORTH CAROLINA,MECKLENBURG,2018-69735,RIDGEWAY,MERRIWEATHER,NARCOTICS,WC,D,43411.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,1,0,327,28199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NORTH CAROLINA,MOORE,2018-69333,WILSON,KRUEGER,NARCOTICS,"TX,WC",D,43382.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70165,RELATED TO NO. 2018-70165
NORTH CAROLINA,MOORE,2018-70165,RIDGEWAY,KRUEGER,NARCOTICS,"TX,WC",D,43411.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,4,0,379,52600.0,19000.0,8.0,0.0,0.0,0.0,0.0,0.0,,
NORTH CAROLINA,MOORE,2018-70329,ROZIER,KRUEGER,NARCOTICS,"TX,WC",D,43360.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70165,RELATED TO NO. 2018-70165
NORTH CAROLINA,PASQUOTANK,2018-70481,ALBRIGHT,WOMBLE,MURDER,"TX,WC",D,43326.0,30.0,0.0,30.0,INSTALLED AND USED,7.0,33.0,1,229,229,360.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NORTH CAROLINA,ROBESON,2018-69132,ALBRIGHT,BRITT,NARCOTICS,"TX,WC",D,43326.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,16.0,4,469,65,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-69610,RELATED TO NO. 2018-69610
NORTH CAROLINA,ROBESON,2018-69426,HARDIN,BRITT,NARCOTICS,"TX,WC",D,43297.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,20.0,2,299,89,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-69610,RELATED TO NO. 2018-69610
NORTH CAROLINA,ROBESON,2018-69482,RIDGEWAY,BRITT,NARCOTICS,"TX,WC",D,43193.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-69610,RELATED TO NO. 2018-69610
NORTH CAROLINA,ROBESON,2018-69610,WILSON,BRITT,NARCOTICS,"TX,WC",D,43382.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,2,0,0,31000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
NORTH CAROLINA,ROBESON,2018-70307,HUDSON,BRITT,NARCOTICS,"TX,WC",D,43234.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-69610,RELATED TO NO. 2018-69610
NORTH CAROLINA,ROBESON,2018-70389,ROZIER,BRITT,NARCOTICS,"TX,WC",D,43360.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,4,0,287,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-69610,RELATED TO NO. 2018-69610
NORTH CAROLINA,ROWAN,2018-69732,HARDIN,COOK,NARCOTICS,WC,D,43298.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,2,0,163,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70248,RELATED TO NO. 2018-70248
NORTH CAROLINA,ROWAN,2018-70248,ALBRIGHT,COOK,NARCOTICS,WC,D,43326.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,3,0,496,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
NORTH CAROLINA,VANCE,2018-69048,HARDIN,WATERS,NARCOTICS,"TX,WC",D,43297.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70124,RELATED TO NO. 2018-70124
NORTH CAROLINA,VANCE,2018-69075,ALBRIGHT,WATERS,NARCOTICS,"TX,WC",D,43326.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70124,RELATED TO NO. 2018-70124
NORTH CAROLINA,VANCE,2018-69085,ROZIER,WATERS,NARCOTICS,"TX,WC","D,N",43360.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,1,106,106,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70124,RELATED TO NO. 2018-70124
NORTH CAROLINA,VANCE,2018-69206,WILSON,WATERS,NARCOTICS,"TX,WC",D,43382.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,14.0,1,411,411,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70124,RELATED TO NO. 2018-70124
NORTH CAROLINA,VANCE,2018-69265,DAVIS,WATERS,NARCOTICS,"TX,WC","D,N",43112.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,4.0,1,61,61,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70722,RELATED TO NO. 2018-70722
NORTH CAROLINA,VANCE,2018-69519,RIDGEWAY,WATERS,NARCOTICS,"TX,WC","D,N",43150.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,13.0,1,395,395,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70722,RELATED TO NO. 2018-70722
NORTH CAROLINA,VANCE,2018-69681,RIDGEWAY,WATERS,NARCOTICS,"TX,WC",D,43150.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,4.0,1,111,111,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70722,RELATED TO NO. 2018-70722
NORTH CAROLINA,VANCE,2018-69807,HUDSON,WATERS,NARCOTICS,"TX,WC","D,N",43234.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,11.0,1,323,323,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70722,RELATED TO NO. 2018-70722
NORTH CAROLINA,VANCE,2018-69850,ALBRIGHT,WATERS,NARCOTICS,"TX,WC","D,N",43326.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,29.0,1,859,859,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70124,RELATED TO NO. 2018-70124
NORTH CAROLINA,VANCE,2018-69875,HUDSON,WATERS,NARCOTICS,"TX,WC","D,N",43172.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,18.0,1,546,546,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70722,RELATED TO NO. 2018-70722
NORTH CAROLINA,VANCE,2018-69897,DAVIS,WATERS,NARCOTICS,"TX,WC","D,N",43112.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,21.0,1,317,317,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70722,RELATED TO NO. 2018-70722
NORTH CAROLINA,VANCE,2018-69903,DAVIS,WATERS,NARCOTICS,"TX,WC",D,43112.0,30.0,0.0,30.0,INSTALLED AND USED,15.0,5.0,1,68,68,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70722,RELATED TO NO. 2018-70722
NORTH CAROLINA,VANCE,2018-69911,HARDIN,WATERS,NARCOTICS,"TX,WC","D,N",43297.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70124,RELATED TO NO. 2018-70124
NORTH CAROLINA,VANCE,2018-69983,HARDIN,WATERS,NARCOTICS,"TX,WC","D,N",43297.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70124,RELATED TO NO. 2018-70124
NORTH CAROLINA,VANCE,2018-70011,ALBRIGHT,WATERS,NARCOTICS,"TX,WC",D,43214.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-70722
NORTH CAROLINA,VANCE,2018-70091,HUDSON,WATERS,NARCOTICS,"TX,WC","D,N",43172.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,24.0,1,708,708,0,0,0,0,0.0,0.0,0.0,0,,RELATED TO NO. 2018-70722
NORTH CAROLINA,VANCE,2018-70124,RIDGEWAY,WATERS,NARCOTICS,"TX,WC",D,43411.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,9.0,1,261,261,161700.0,36000.0,8.0,0.0,0.0,0.0,0.0,0.0,,
NORTH CAROLINA,VANCE,2018-70261,HUDSON,WATERS,NARCOTICS,"TX,WC","D,N",43234.0,30.0,0.0,30.0,INSTALLED AND USED,30.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0,RELATED TO NO. 2018-70722,
